id,filename,yes,homeowner,rep_share,iBlackShare,iLatinoShare,iBAshare,logpop,logincome_revised,iLogTaxPerCap,IDcity,year
1464,2004-SLO-GroverBeach-O-Impartial.txt,82,0.4929,-0.0043,0.008,0.2518,0.2129,4.1212,4.7182,2.374,166,2004
1469,2006-SLO-MorroBay-Q-Impartial.txt,55.7,0.5826,-0.074,0.0046,0.1352,0.294,4.0114,4.801,2.8305,277,2006
1470,2009-SanLuisObispo-ElPasodeRobles-A09-Impartial.txt,45.6,0.6218,0.0851,0.0191,0.3381,0.2136,4.4733,4.7934,2.844,127,2009
1471,1997-SLO-PismoBeach-F97-Impartial.txt,71.2,0.6024,0.068,0.0054,0.0676,0.3366,3.9156,4.7084,2.8463,320,1997
1473,2008-SanLuisObispo-PismoBeach-C-Impartial.txt,55.8,0.6231,0.0177,0.0061,0.0885,0.3615,3.8899,4.944,3.2205,320,2008
1474,1996-SanLuisObispo-SanLuisObispo-O-Impartial.txt,48.8,0.4311,-0.0441,0.0152,0.1076,0.3849,4.6271,4.6723,2.6193,379,1996
1476,2006-SLO-SanLuisObispo-Y-Impartial.txt,64.8,0.3787,-0.1359,0.0113,0.1347,0.4338,4.6482,4.8626,2.8965,379,2006
1505,1999-SanMateo-Atherton-H-Impartial.txt,50.8,0.944,0.1198,0.007,0.0291,0.7541,3.8567,5.2696,2.592,21,1999
1506,2000-SanMateo-Atherton-C-Impartial.txt,50.9,0.9482,0.1019,0.007,0.0278,0.7619,3.857,5.3011,2.837,21,2000
1507,2001-SanMateo-Atherton-F-Impartial.txt,67.3,0.9467,0.076,0.0073,0.0289,0.7684,3.8541,5.2903,2.6252,21,2001
1508,2005-SanMateo-Atherton-W-Impartial.txt,80,0.9225,-0.0125,0.0087,0.0333,0.7942,3.8388,5.3482,2.8839,21,2005
1509,2009-SanMateo-Atherton-S-Impartial.txt,78,0.8971,-0.0233,0.0101,0.0377,0.8199,3.8387,5.3901,3.0355,21,2009
1511,2008-SanMateo-Brisbane-T-Impartial.txt,70.3,0.558,-0.2743,0.0169,0.1636,0.4285,3.6091,5.0506,3.4733,49,2008
1512,2009-SanMateo-Brisbane-G-Impartial.txt,64.7,0.5997,-0.2779,0.0178,0.1649,0.4317,3.6217,5.0025,3.3951,49,2009
1513,2001-SanMateo-Burlingame-O-Impartial.txt,72.1,0.4783,-0.1489,0.0096,0.1095,0.4849,4.4505,4.9434,3.0624,53,2001
1514,2001-SanMateo-Burlingame-P-Impartial.txt,67.5,0.4783,-0.1489,0.0096,0.1095,0.4849,4.4505,4.9434,3.0624,53,2001
1515,2001-SanMateo-Burlingame-Q-Impartial.txt,69.7,0.4783,-0.1489,0.0096,0.1095,0.4849,4.4505,4.9434,3.0624,53,2001
1517,2009-SanMateo-Burlingame-H-Impartial.txt,79.9,0.4997,-0.1922,0.0112,0.1345,0.5288,4.4557,5.0228,3.0629,53,2009
1518,2004-SanMateo-DalyCity-N-Impartial.txt,53,0.5971,-0.2658,0.0389,0.2282,0.3103,5.005,4.8294,2.4708,104,2004
1519,2004-SanMateo-DalyCity-M-Impartial.txt,35,0.5971,-0.2658,0.0389,0.2282,0.3103,5.005,4.8294,2.4708,104,2004
1520,2006-SanMateo-DalyCity-G-Impartial.txt,71.4,0.5831,-0.2429,0.0368,0.231,0.3202,4.9999,4.9333,2.621,104,2006
1522,2002-SanMateo-EastPaloAlto-H-Impartial.txt,50.4,0.4369,-0.403,0.2117,0.5992,0.1171,4.4884,4.6207,2.2436,121,2002
1523,2004-SanMateo-EastPaloAlto-R-Impartial.txt,75.7,0.4352,-0.403,0.1984,0.6105,0.1278,4.4728,4.6421,2.3945,121,2004
1524,2005-SanMateo-EastPaloAlto-J-Impartial.txt,53.7,0.4473,-0.3988,0.1917,0.6162,0.1332,4.4688,4.6703,2.5327,121,2005
1525,2005-SanMateo-EastPaloAlto-K-Impartial.txt,54.5,0.4473,-0.3988,0.1917,0.6162,0.1332,4.4688,4.6703,2.5327,121,2005
1526,2006-SanMateo-EastPaloAlto-C-Impartial.txt,67.7,0.4668,-0.3945,0.185,0.6219,0.1386,4.46,4.7044,2.5942,121,2006
1527,2006-SanMateo-EastPaloAlto-D-Impartial.txt,21.2,0.4668,-0.3945,0.185,0.6219,0.1386,4.46,4.7044,2.5942,121,2006
1528,2008-SanMateo-HalfMoonBay-Q-Impartial.txt,67.3,0.7314,-0.1791,0.0122,0.2982,0.3925,4.0568,5.0951,2.869,169,2008
1529,2010-SanMateo-HalfMoonBay-K-Impartial.txt,47.4,0.7388,-0.1818,0.0057,0.3146,0.4018,4.054,5.0573,2.8349,169,2010
1532,2006-SanMateo-MenloPark-K-Impartial.txt,50.3,0.5864,-0.2351,0.0554,0.173,0.6635,4.4841,5.1859,2.8222,259,2006
1534,2001-SanMateo-Millbrae-N-Impartial.txt,77.2,0.6401,-0.1282,0.0074,0.1151,0.3445,4.3159,4.8989,2.6975,262,2001
1535,2005-SanMateo-Millbrae-Q-Impartial.txt,50.5,0.6385,-0.155,0.0074,0.1167,0.371,4.3088,4.9571,2.6907,262,2005
1536,2009-SanMateo-Millbrae-J-Impartial.txt,68.5,0.6371,-0.1504,0.0073,0.1183,0.3975,4.325,4.9954,2.7905,262,2009
1537,1997-SanMateo-Pacifica-H-Impartial.txt,39.8,0.6744,-0.196,0.0374,0.1429,0.3052,4.5783,4.7928,2.2944,304,1997
1538,2002-SanMateo-Pacifica-D-Impartial.txt,66.2,0.6823,-0.2417,0.0302,0.1504,0.3463,4.5787,4.8642,2.4457,304,2002
1539,2009-SanMateo-Pacifica-D-Impartial.txt,38.7,0.6798,-0.2406,0.025,0.1655,0.3749,4.57,4.9938,2.6986,304,2009
1540,2010-SanMateo-Pacifica-R-Impartial.txt,59.7,0.6792,-0.246,0.0242,0.1677,0.379,4.5709,5.0024,2.7011,304,2010
1541,2003-SanMateo-RedwoodCity-F-Impartial.txt,74.8,0.5258,-0.1931,0.0231,0.3351,0.3687,4.8755,4.8429,2.7959,343,2003
1544,2009-SanMateo-RedwoodCity-Y-Impartial.txt,45.8,0.532,-0.2219,0.0218,0.3805,0.3927,4.8819,4.9385,2.9508,343,2009
1545,1999-SanMateo-SanBruno-I-Impartial.txt,57.1,0.6289,-0.1881,0.0208,0.2357,0.2567,4.602,4.8067,2.5305,364,1999
1546,1999-SanMateo-SanBruno-J-Impartial.txt,65.3,0.6289,-0.1881,0.0208,0.2357,0.2567,4.602,4.8067,2.5305,364,1999
1547,2001-SanMateo-SanBruno-M-Impartial.txt,62.5,0.6298,-0.2085,0.0189,0.2463,0.2691,4.6015,4.8331,2.6034,364,2001
1548,2007-SanMateo-SanBruno-F-Impartial.txt,49.1,0.583,-0.2217,0.0199,0.2769,0.3148,4.5976,4.9512,2.7409,364,2007
1549,2009-SanMateo-SanBruno-F-Impartial.txt,69.8,0.6036,-0.2248,0.0203,0.2872,0.33,4.6127,4.9087,2.712,364,2009
1550,1999-SanMateo-SanCarlos-G-Impartial.txt,76.2,0.7263,-0.1144,0.0072,0.0757,0.4838,4.4396,4.9669,2.6377,366,1999
1551,2001-SanMateo-SanCarlos-K-Impartial.txt,70.3,0.7269,-0.1425,0.007,0.0793,0.5071,4.4422,5,2.7126,366,2001
1552,2005-SanMateo-SanCarlos-T-Impartial.txt,45.3,0.7287,-0.1836,0.0072,0.0887,0.5444,4.4382,5.0838,2.7262,366,2005
1553,2009-SanMateo-SanCarlos-U-Impartial.txt,43.2,0.73,-0.187,0.0075,0.0982,0.5816,4.4495,5.1408,2.7882,366,2009
1555,2009-SanMateo-SanMateo-L-Impartial.txt,61.2,0.5489,-0.2111,0.0219,0.2595,0.4296,4.983,5.0074,2.804,382,2009
1556,2009-SanMateo-SanMateo-M-Impartial.txt,74.6,0.5489,-0.2111,0.0219,0.2595,0.4296,4.983,5.0074,2.804,382,2009
1557,2001-SanMateo-SouthSanFrancisco-L-Impartial.txt,56.7,0.6241,-0.2401,0.0264,0.3206,0.2584,4.782,4.8112,2.7035,420,2001
1558,2004-SanMateo-SouthSanFrancisco-I-Impartial.txt,70,0.6248,-0.2539,0.0254,0.3271,0.2772,4.7776,4.8189,2.7142,420,2004
1559,2004-SanMateo-SouthSanFrancisco-J-Impartial.txt,65.9,0.6248,-0.2539,0.0254,0.3271,0.2772,4.7776,4.8189,2.7142,420,2004
1560,2007-SanMateo-SouthSanFrancisco-B-Impartial.txt,73,0.5977,-0.2335,0.0243,0.3336,0.2961,4.7817,4.9611,2.834,420,2007
1562,2009-SanMateo-SouthSanFrancsisco-O-Impartial.txt,77.6,0.6097,-0.2365,0.0236,0.338,0.3086,4.7993,4.9064,2.8588,420,2009
1603,2004-SanMateo-Atherton-O-Impartial.txt,57.2,0.9476,-0.0015,0.0083,0.0322,0.7877,3.8435,5.297,2.8337,21,2004
1604,1996-SanMateo-Colma-A-Impartial.txt,91.6,0.5289,-0.2274,0.0121,0.3995,0.1448,3.0689,4.6955,3.6714,85,1996
1605,1998-SanMateo-Hillsborough-B-Impartial.txt,78.9,0.9594,0.1324,0.0054,0.0306,0.6737,4.0342,5.2236,2.7708,181,1998
1607,2009-SanMateo-PortolaValley-P-Impartial.txt,82.6,0.73,-0.1579,0.0029,0.0395,0.8528,3.6376,5.3067,2.8785,332,2009
1612,1997-SantaBarbara-Carpinteria-B-Impartial.txt,77.5,0.5748,-0.0586,0.0057,0.4142,0.2531,4.1439,4.6729,2.3045,66,1997
1617,2000-SantaBarbara-SantaBarbara-B-Impartial.txt,70.8,0.4201,-0.1538,0.0154,0.3502,0.396,4.9523,4.7625,2.7207,389,2000
1620,1996-SantaBarbara-Solvang-N96-Impartial.txt,53.8,0.6187,0.194,0.0028,0.183,0.2724,3.7041,4.7132,2.7549,413,1996
1621,2006-SantaBarbara-Solvang-L-Impartial.txt,48,0.5841,0.0737,0.0046,0.2545,0.325,3.7163,4.8973,2.966,413,2006
1622,2008-SantaBarbara-Solvang-B-Impartial.txt,50.7,0.5826,0.0541,0.0052,0.2731,0.3363,3.7178,4.901,3.0169,413,2008
1661,1998-SantaClara-Campbell-U-Impartial.txt,52.7,0.4757,-0.1089,0.0233,0.1279,0.3792,4.5729,4.8061,2.6238,61,1998
1662,2008-SantaClara-Campbell-O-Impartial.txt,70.5,0.5288,-0.1693,0.0274,0.174,0.4309,4.588,4.9814,2.7868,61,2008
1665,2010-SantaClara-Campbell-M-Impartial.txt,69.6,0.5215,-0.1786,0.0282,0.1842,0.4394,4.5949,4.9691,2.7623,61,2010
1666,2010-SantaClara-Campbell-N-Impartial.txt,73.2,0.5215,-0.1786,0.0282,0.1842,0.4394,4.5949,4.9691,2.7623,61,2010
1668,2002-SantaClara-Cupertino-M-Impartial.txt,60.6,0.6344,-0.1378,0.0062,0.0391,0.6723,4.7167,4.9914,2.6615,102,2002
1670,2007-SantaClara-Gilroy-A-Impartial.txt,63.1,0.6356,-0.1396,0.0146,0.5659,0.2296,4.6725,4.936,2.829,157,2007
1673,1999-SantaClara-LosAltos-I-Impartial.txt,48.6,0.864,-0.0423,0.0045,0.0297,0.7013,4.4418,5.1001,2.5399,239,1999
1674,2001-SantaClara-LosAltos-A-Impartial.txt,76.8,0.8598,-0.0792,0.0046,0.0306,0.7199,4.4441,5.1386,2.6296,239,2001
1675,2007-SantaClara-LosAltos-O-Impartial.txt,84.2,0.855,-0.1521,0.0047,0.0363,0.7615,4.4445,5.2814,2.8399,239,2007
1676,1996-SantaClara-LosGatos-C-Impartial.txt,37.5,0.6453,-0.0107,0.0073,0.0513,0.5449,4.4473,4.9231,2.5557,243,1996
1677,2000-SantaClara-Milpitas-I-Impartial.txt,59,0.6977,-0.1247,0.0349,0.1661,0.3652,4.7973,4.9286,2.6854,263,2000
1679,2002-SantaClara-MorganHill-C-Impartial.txt,73.6,0.7218,-0.0446,0.0163,0.2879,0.3441,4.5342,4.9068,2.4546,276,2002
1681,2008-SantaClara-MorganHill-G-Impartial.txt,35.2,0.7662,-0.084,0.0173,0.3267,0.3723,4.5695,5.0203,2.6518,276,2008
1683,2007-SantaClara-PaloAlto-M-Impartial.txt,80.6,0.5826,-0.2822,0.0183,0.0571,0.7786,4.7881,5.2488,3.0281,308,2007
1684,2009-SantaClara-PaloAlto-A-Impartial.txt,42.7,0.5733,-0.2759,0.0178,0.0602,0.7885,4.8027,5.0984,3.0248,308,2009
1689,2004-SantaClara-SanJose-S-Impartial.txt,67.2,0.6171,-0.1506,0.0314,0.3136,0.3356,5.9533,4.847,2.6854,375,2004
1691,2008-SantaClara-SanJose-J-Impartial.txt,77.7,0.5986,-0.1663,0.0299,0.3256,0.3557,5.9654,4.9549,2.8305,375,2008
1693,2010-SantaClara-SanJose-K-Impartial.txt,76,0.6017,-0.189,0.0291,0.3316,0.3657,5.9759,4.9433,2.7713,375,2010
1694,2010-SantaClara-SanJose-U-Impartial.txt,78.3,0.6017,-0.189,0.0291,0.3316,0.3657,5.9759,4.9433,2.7713,375,2010
1696,2002-SantaClara-SanJose-F-Impartial.txt,65,0.6165,-0.146,0.0322,0.3077,0.3256,5.9541,4.8299,2.6704,375,2002
1697,2004-SantaClara-Saratoga-V-Impartial.txt,20.1,0.899,-0.069,0.0034,0.0326,0.716,4.4706,5.1593,2.3116,399,2004
1698,1997-SantaClara-Sunnyvale-K-Impartial.txt,61.7,0.484,-0.1052,0.0245,0.1478,0.4666,5.1078,4.8081,2.6482,425,1997
1699,1997-SantaClara-Sunnyvale-L-Impartial.txt,51,0.484,-0.1052,0.0245,0.1478,0.4666,5.1078,4.8081,2.6482,425,1997
1700,2005-SantaClara-Sunnyvale-D-Impartial.txt,56.2,0.4775,-0.1923,0.0196,0.172,0.5346,5.1201,4.8973,2.7458,425,2005
1701,2005-SantaClara-Sunnyvale-E-Impartial.txt,69.3,0.4775,-0.1923,0.0196,0.172,0.5346,5.1201,4.8973,2.7458,425,2005
1746,1996-SantaCruz-Capitola-A-Impartial.txt,61.1,0.4571,-0.1405,0.0118,0.1091,0.3178,4.0041,4.654,2.7319,63,1996
1747,2002-SantaCruz-Capitola-W-Impartial.txt,51.8,0.4669,-0.23,0.0109,0.1405,0.351,4.0009,4.7655,2.822,63,2002
1748,2004-SantaCruz-Capitola-P-Impartial.txt,59.8,0.441,-0.2556,0.0109,0.1547,0.3557,3.9952,4.8304,2.8449,63,2004
1749,2008-SantaCruz-Capitola-D-Impartial.txt,65.8,0.3583,-0.2582,0.011,0.1831,0.3652,3.9909,4.9685,2.9868,63,2008
1753,2000-SantaCruz-SantaCruz-U-Impartial.txt,54,0.4661,-0.315,0.016,0.1739,0.4439,4.7371,4.794,2.7201,392,2000
1755,2002-SantaCruz-SantaCruz-Q-Impartial.txt,56,0.4665,-0.3403,0.016,0.1779,0.4586,4.7372,4.7858,2.7298,392,2002
1756,2004-SantaCruz-SantaCruz-F-Impartial.txt,69,0.4594,-0.3657,0.0161,0.1819,0.4733,4.7486,4.8794,2.734,392,2004
1757,2005-SantaCruz-SantaCruz-X-Impartial.txt,58.3,0.4562,-0.3615,0.0161,0.1839,0.4806,4.7512,4.9153,2.8244,392,2005
1758,2006-SantaCruz-SantaCruz-H-Impartial.txt,58,0.443,-0.3574,0.0162,0.1859,0.488,4.7537,5.0369,2.8477,392,2006
1759,2008-SantaCruz-SantaCruz-T-Impartial.txt,51,0.4388,-0.3492,0.0163,0.1899,0.5026,4.7654,5.0699,2.9081,392,2008
1760,2008-SantaCruz-SantaCruz-E-Impartial.txt,76.2,0.4388,-0.3492,0.0163,0.1899,0.5026,4.7654,5.0699,2.9081,392,2008
1761,2010-SantaCruz-SantaCruz-H-Impartial.txt,63.3,0.4546,-0.3545,0.0163,0.1939,0.5173,4.7778,4.9315,2.872,392,2010
1766,1996-SantaCruz-ScottsValley-E-Impartial.txt,37.7,0.7409,0.0298,0.0044,0.058,0.4011,4.0047,4.8239,2.5613,401,1996
1768,2005-SantaCruz-ScottsValley-C-Impartial.txt,71.5,0.7533,-0.0985,0.006,0.082,0.4358,4.0563,5.049,2.656,401,2005
1771,1998-SantaCruz-Watsonville-I-Impartial.txt,30.6,0.4799,-0.1695,0.0047,0.7227,0.0909,4.6187,4.5598,2.3723,458,1998
1772,2002-SantaCruz-Watsonville-T-Impartial.txt,66,0.481,-0.2322,0.0045,0.7637,0.0899,4.674,4.6,2.4633,458,2002
1773,2004-SantaCruz-Watsonville-Q-Impartial.txt,37.1,0.4771,-0.2456,0.0044,0.7762,0.0928,4.6768,4.6576,2.4767,458,2004
1776,2006-SantaCruz-Watsonville-L-Impartial.txt,60,0.4671,-0.2616,0.0042,0.7887,0.0958,4.6915,4.7643,2.6013,458,2006
1778,2008-SantaCruz-Watsonville-C-Impartial.txt,47,0.4645,-0.2776,0.0041,0.8011,0.0987,4.7046,4.7882,2.655,458,2008
1811,1996-Shasta-ShastaLake-B-Impartial.txt,23.4,0.5831,0.0377,0.0062,0.0525,0.0543,3.952,4.3578,1.8441,407,1996
1821,2004-Siskiyou-Yreka-L-Impartial.txt,64.9,0.548,0.157,0.0054,0.0711,0.1905,3.8741,4.6307,2.635,479,2004
1823,2006-Siskiyou-Yreka-H-Impartial.txt,67.6,0.5352,0.136,0.0059,0.0797,0.1929,3.872,4.6538,2.7581,479,2006
1824,2004-Siskiyou-Yreka-T-Impartial.txt,53.2,0.548,0.157,0.0054,0.0711,0.1905,3.8741,4.6307,2.635,479,2004
1846,1996-Solano-Benicia-A-Impartial.txt,69.9,0.7033,-0.0808,0.049,0.0837,0.3543,4.4128,4.8038,2.652,37,1996
1847,1996-Solano-Benicia-B-Impartial.txt,75.4,0.7033,-0.0808,0.049,0.0837,0.3543,4.4128,4.8038,2.652,37,1996
1848,2004-Solano-Benicia-R-Impartial.txt,61.4,0.7087,-0.1239,0.0491,0.1023,0.3887,4.4253,4.9595,2.8772,37,2004
1852,2002-Solano-Fairfield-H-Impartial.txt,57.9,0.6102,-0.0644,0.1476,0.2048,0.2074,4.9994,4.7884,2.4718,138,2002
1853,2005-Solano-Fairfield-E-Impartial.txt,45.4,0.6307,-0.0792,0.1491,0.2305,0.2127,5.0109,4.847,2.5978,138,2005
1854,2007-Solano-Fairfield-Q-Impartial.txt,46.2,0.6446,-0.1005,0.1502,0.2476,0.2162,5.0121,4.8828,2.6856,138,2007
1856,2006-Solano-RioVista-K-Impartial.txt,62.6,0.7646,0.0035,0.0334,0.1202,0.2179,3.8319,4.8238,2.5808,349,2006
1858,2001-Solano-Suisun-U-Impartial.txt,47.1,0.7349,-0.1249,0.1886,0.1843,0.1748,4.4219,4.8197,1.9437,424,2001
1859,2002-Solano-SuisunCity-D-Impartial.txt,71.7,0.7343,-0.1282,0.1894,0.1905,0.1769,4.4253,4.8267,1.9435,424,2002
1877,2000-Sonoma-Cloverdale-K-Impartial.txt,17.3,0.6701,-0.1213,0.0013,0.2669,0.1524,3.8345,4.699,2.2861,80,2000
1878,1998-Sonoma-Cotati-G-Impartial.txt,53,0.6359,-0.1952,0.0234,0.1172,0.2311,3.8073,4.7393,2.3329,97,1998
1879,2006-Sonoma-Cotati-G-Impartial.txt,36,0.5401,-0.2503,0.0187,0.1537,0.2918,3.8503,4.9439,2.6152,97,2006
1880,2010-Sonoma-Cotati-A-Impartial.txt,59.9,0.5797,-0.2476,0.016,0.1727,0.3304,3.8612,4.8943,2.611,97,2010
1881,2004-Sonoma-Healdsburg-Q-Impartial.txt,71.7,0.5817,-0.1946,0.0035,0.3087,0.2984,4.0554,4.7966,2.554,174,2004
1884,2002-Sonoma-Healdsburg-P-Impartial.txt,90,0.6012,-0.1712,0.0034,0.2984,0.295,4.0608,4.7478,2.5906,174,2002
1887,2003-Sonoma-Petaluma-D-Impartial.txt,33.9,0.698,-0.1921,0.0112,0.1669,0.3107,4.745,4.869,2.5512,316,2003
1889,2002-Sonoma-RohnertPark-S-Impartial.txt,21.1,0.5833,-0.1612,0.0186,0.1528,0.248,4.6202,4.7911,2.442,354,2002
1890,2002-Sonoma-RohnertPark-T-Impartial.txt,59.2,0.5833,-0.1612,0.0186,0.1528,0.248,4.6202,4.7911,2.442,354,2002
1891,2002-Sonoma-RohnertPark-U-Impartial.txt,66.1,0.5833,-0.1612,0.0186,0.1528,0.248,4.6202,4.7911,2.442,354,2002
1892,2010-Sonoma-RohnertPark-E-Impartial.txt,55.3,0.5666,-0.2094,0.0173,0.2213,0.2508,4.6106,4.8574,2.5756,354,2010
1893,1998-Sonoma-SantaRosa-C-Impartial.txt,48.5,0.5829,-0.1203,0.0198,0.1724,0.2747,5.1457,4.7237,2.5499,397,1998
1894,2000-Sonoma-SantaRosa-J-Impartial.txt,43.2,0.5853,-0.1473,0.0205,0.1919,0.2762,5.1691,4.7757,2.5881,397,2000
1895,2004-Sonoma-SantaRosa-O-Impartial.txt,70.2,0.5741,-0.1976,0.021,0.2295,0.2827,5.1938,4.8134,2.6403,397,2004
1896,2010-Sonoma-SantaRosa-P-Impartial.txt,57,0.5622,-0.2243,0.0218,0.2859,0.2924,5.2248,4.8498,2.6716,397,2010
1897,1997-Sonoma-Sebastopol-G-Impartial.txt,44.6,0.5489,-0.209,0.0054,0.0888,0.3254,3.8727,4.6872,2.4214,404,1997
1898,2000-Sonoma-Sebastopol-P-Impartial.txt,67.6,0.5594,-0.2659,0.0064,0.0926,0.3553,3.8906,4.7465,2.5093,404,2000
1899,2000-Sonoma-Sebastapol-Q-Impartial.txt,50.4,0.5594,-0.2659,0.0064,0.0926,0.3553,3.8906,4.7465,2.5093,404,2000
1900,2002-Sonoma-Sebastapol-V-Impartial.txt,66.7,0.5581,-0.2931,0.007,0.0981,0.3615,3.8863,4.7526,2.5913,404,2002
1901,2004-Sonoma-Sebastapol-T-Impartial.txt,68,0.5437,-0.3203,0.0075,0.1035,0.3676,3.8774,4.8179,2.6388,404,2004
1902,2008-Sonoma-Sebastapol-M-Impartial.txt,59.5,0.5075,-0.3336,0.0087,0.1145,0.3799,3.86,4.948,2.7915,404,2008
1988,2008-Sonoma-Windsor-N-Impartial.txt,70.2,0.7094,-0.1492,0.007,0.3012,0.2498,4.4204,4.9708,2.6441,472,2008
2003,2007-Stanislaus-Ceres-H-Impartial.txt,75.1,0.6686,-0.0276,0.023,0.5057,0.0905,4.6338,4.7151,2.5145,69,2007
2004,2000-Stanislaus-Modesto-F-Impartial.txt,45.9,0.5867,0.0166,0.0371,0.2558,0.1648,5.2761,4.6597,2.5084,265,2000
2005,1996-Stanislaus-Turlock-H-Impartial.txt,36,0.5385,0.0796,0.0123,0.2604,0.1827,4.7019,4.5654,2.2492,441,1996
2006,1996-Stanislaus-Turlock-I-Impartial.txt,51,0.5385,0.0796,0.0123,0.2604,0.1827,4.7019,4.5654,2.2492,441,1996
2007,2004-Stanislaus-Turlock-F-Impartial.txt,49.6,0.5595,0.1039,0.0138,0.3222,0.21,4.801,4.721,2.3691,441,2004
2008,2005-Stanislaus-Waterford-Q-Impartial.txt,53,0.6783,0.1465,0.0058,0.3888,0.0992,3.8841,4.6929,2.3081,457,2005
2010,2004-Tehama-RedBluff-D-Impartial.txt,33.8,0.4566,0.0933,0.0066,0.1684,0.0936,4.1357,4.5496,2.5381,339,2004
2016,2005-Tulare-Dinuba-F-Impartial.txt,73.8,0.5761,0.0331,0.0016,0.7976,0.064,4.2785,4.5727,2.4096,113,2005
2017,2009-Tulare-Dinuba-M-Impartial.txt,64.6,0.569,-0.022,0.0014,0.835,0.0605,4.3204,4.5823,2.5672,113,2009
2019,2008-Tulare-Lindsay-G-Impartial.txt,29.3,0.5335,-0.088,0.0022,0.8396,0.0388,4.0585,4.5139,2.4078,228,2008
2020,2005-Tulare-Porterville-H-Impartial.txt,70.3,0.5769,0.1139,0.0093,0.5569,0.1103,4.6509,4.6169,2.4506,330,2005
2022,2005-Tulare-Tulare-I-Impartial.txt,71.3,0.6001,0.1334,0.0401,0.5153,0.0966,4.69,4.6591,2.6145,439,2005
2023,2007-Tulare-Tulare-A-Impartial.txt,85.6,0.5978,0.1084,0.0375,0.539,0.1025,4.7405,4.6946,2.8345,439,2007
2025,2004-Tulare-Visalia-T-Impartial.txt,66.8,0.6244,0.1712,0.0172,0.3978,0.1969,5.0096,4.7441,2.4472,452,2004
2051,1996-Ventura-Camarillo-P-Impartial.txt,57.3,0.7277,0.0748,0.0145,0.1416,0.3062,4.7335,4.7918,2.2373,60,1996
2052,2002-Ventura-Fillmore-Q-Impartial.txt,65.7,0.6364,-0.0432,0.0021,0.6825,0.1218,4.154,4.6922,2.0328,141,2002
2053,2002-Ventura-Fillmore-G-Impartial.txt,61.7,0.6364,-0.0432,0.0021,0.6825,0.1218,4.154,4.6922,2.0328,141,2002
2054,2005-Ventura-Fillmore-B5-Impartial.txt,66.6,0.6686,-0.0315,0.0024,0.7068,0.1258,4.1659,4.7957,2.2893,141,2005
2055,1997-Ventura-Moorpark-P-Impartial.txt,54.4,0.8128,0.0683,0.014,0.2607,0.3248,4.472,4.8562,2.129,273,1997
2056,1998-Ventura-Moorpark-G-Impartial.txt,33.3,0.8145,0.0655,0.0139,0.2665,0.3305,4.4857,4.8646,2.0905,273,1998
2058,1996-Ventura-Ojai-R-Impartial.txt,69.2,0.5784,-0.0278,0.0044,0.1438,0.2962,3.8916,4.6685,2.5165,295,1996
2059,1998-Ventura-Ojai-I-Impartial.txt,70.7,0.5804,-0.0584,0.0051,0.1511,0.3059,3.8951,4.6907,2.5682,295,1998
2060,1998-Ventura-Ojai-J-Impartial.txt,61.2,0.5804,-0.0584,0.0051,0.1511,0.3059,3.8951,4.6907,2.5682,295,1998
2061,2004-Ventura-Ojai-F-Impartial.txt,51.4,0.6023,-0.1267,0.0054,0.1668,0.3497,3.8907,4.854,2.5822,295,2004
2063,2008-Ventura-PortHueneme-W-Impartial.txt,71.7,0.5117,-0.1108,0.048,0.5004,0.1938,4.3379,4.7408,2.4622,329,2008
2065,1996-Ventura-PortHueneme-B-Impartial.txt,62.2,0.4796,-0.0413,0.0539,0.3655,0.156,4.3261,4.6079,2.1099,329,1996
2067,2005-Ventura-SanBuenaventura-D5-Impartial.txt,69.1,0.5691,-0.0548,0.0132,0.2809,0.3039,5.0144,4.8805,2.7512,365,2005
2068,2006-Ventura-SanBuenaventura-P6-Impartial.txt,62,0.5634,-0.0619,0.0134,0.2884,0.3062,5.0163,4.9084,2.7812,365,2006
2070,2009-Ventura-SanBuenaventura-A-Impartial.txt,44.6,0.5667,-0.0737,0.0137,0.3108,0.313,5.023,4.8925,2.7755,365,2009
2072,1996-Ventura-ThousandOaks-D-Impartial.txt,57.8,0.7443,0.0945,0.0106,0.117,0.3931,5.037,4.8637,2.4137,433,1996
2086,1998-Yolo-Davis-M-Impartial.txt,78.7,0.4362,-0.1959,0.0236,0.0917,0.6766,4.7476,4.8273,2.3999,107,1998
2088,2001-Yolo-Davis-S-Impartial.txt,59.5,0.4461,-0.2327,0.0224,0.0989,0.6861,4.7907,4.8811,2.4588,107,2001
2089,2002-Yolo-Davis-D-Impartial.txt,79.1,0.4461,-0.2438,0.0223,0.1018,0.6859,4.8006,4.883,2.4307,107,2002
2090,2004-Yolo-Davis-P-Impartial.txt,68.6,0.4467,-0.2662,0.0221,0.1074,0.6854,4.8078,4.94,2.4558,107,2004
2091,2006-Yolo-Davis-G-Impartial.txt,70.4,0.4472,-0.2735,0.0219,0.1131,0.6849,4.8065,4.9793,2.6943,107,2006
2092,2010-Yolo-Davis-Q-Impartial.txt,74.5,0.4475,-0.2854,0.0216,0.1245,0.6839,4.817,5.0043,2.6959,107,2010
2093,2002-Yolo-WestSacramento-K-Impartial.txt,64.5,0.5504,-0.0825,0.0276,0.3023,0.1256,4.5411,4.5864,2.6814,462,2002
